number,value,f1_score,accuracy,roc_auc,precision,recall,f1_std,cv_iteration,params
0,0.8603240349831736,0.8603240349831736,0.896470011776235,0.9715998922026644,0.7989991127780112,0.9366078470081624,0.04146445122590208,1,"{'n_estimators': 119, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt'}"
1,0.7787185589516415,0.7787185589516415,0.8296913473495234,0.9260219303163079,0.703901325649039,0.8791696955302847,0.04645166086880962,2,"{'n_estimators': 397, 'max_depth': 7, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'log2'}"
2,0.9779732330557049,0.9779732330557049,0.9849358895175038,0.9995360157193761,0.9614156448313325,0.9953835012867027,0.01050019979034067,3,"{'n_estimators': 305, 'max_depth': 23, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'log2'}"
3,0.8511681227564836,0.8511681227564836,0.8907373323121773,0.9595847660176681,0.7958568742606799,0.9190879248743569,0.04212304989288653,4,"{'n_estimators': 492, 'max_depth': 9, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': None}"
4,0.9774998471953364,0.9774998471953364,0.9845951610379556,0.9994996564807672,0.9609054781532439,0.9949982786489663,0.01157842645493068,5,"{'n_estimators': 412, 'max_depth': 18, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'sqrt'}"
5,0.9808680524249894,0.9808680524249894,0.9869699664830233,0.9996399998454506,0.9668580504243144,0.9954790365111187,0.008547331534658337,6,"{'n_estimators': 300, 'max_depth': 27, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 'sqrt'}"
6,0.8606865703014789,0.8606865703014789,0.896855004076389,0.9716702105745302,0.7995620216814481,0.9365369661317143,0.04071655863326745,7,"{'n_estimators': 151, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'sqrt'}"
7,0.7939984776113441,0.7939984776113441,0.8443107608436066,0.9275301015770271,0.732886940458701,0.8751849455541875,0.053285523475543724,8,"{'n_estimators': 476, 'max_depth': 7, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': None}"
8,0.7372914277683305,0.7372914277683305,0.7963184853949979,0.8922028900770439,0.6646525615184969,0.8379324597523571,0.045667928464395026,9,"{'n_estimators': 337, 'max_depth': 5, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 'log2'}"
9,0.8052227216613338,0.8052227216613338,0.8514856173464765,0.9428425190545666,0.7331090149855163,0.9000641356662564,0.047002105648431956,10,"{'n_estimators': 409, 'max_depth': 8, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'sqrt'}"
10,0.9826858205949014,0.9826858205949014,0.9882371470217656,0.9996842693276605,0.9702867977038024,0.9955529990991477,0.007432111945676489,11,"{'n_estimators': 212, 'max_depth': 28, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt'}"
11,0.982579434620081,0.982579434620081,0.9881630222802271,0.9996783913528647,0.9701173844129269,0.9955160108672932,0.00755879532787646,12,"{'n_estimators': 219, 'max_depth': 29, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt'}"
12,0.9855884896182512,0.9855884896182512,0.9902465112620268,0.9997500036965047,0.9758031017049421,0.9956670180113618,0.005729884582991964,13,"{'n_estimators': 205, 'max_depth': 29, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'sqrt'}"
13,0.9828243827015735,0.9828243827015735,0.9883308132773011,0.999676206686452,0.9706985770747286,0.9954143121342388,0.0077242673930689575,14,"{'n_estimators': 215, 'max_depth': 24, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 'sqrt'}"
14,0.9821827075808512,0.9821827075808512,0.9878840574175237,0.9996557776317951,0.9694675789516357,0.9954050672559251,0.008179843351661052,15,"{'n_estimators': 211, 'max_depth': 23, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 'sqrt'}"
15,0.9645503455055171,0.9645503455055171,0.9755632652278999,0.9977684365685137,0.943947933075087,0.9866836358037724,0.016431409234357566,16,"{'n_estimators': 260, 'max_depth': 24, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': None}"
16,0.9754918274305172,0.9754918274305172,0.9831838547352886,0.9993740969400969,0.9575772133295163,0.9944651246238815,0.012715495066071498,17,"{'n_estimators': 161, 'max_depth': 18, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'sqrt'}"
17,0.9487958153966991,0.9487958153966991,0.9640433661914997,0.9966344016195544,0.9169609880798646,0.9842089726256323,0.024176601131262358,18,"{'n_estimators': 258, 'max_depth': 14, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}"
18,0.9650430145368832,0.9650430145368832,0.9759143052433069,0.9979348485313196,0.9446168709817805,0.9869579187905506,0.01612333638569815,19,"{'n_estimators': 168, 'max_depth': 25, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': None}"
19,0.9800348478872304,0.9800348478872304,0.9863873218770313,0.9995524694642276,0.9658139268471415,0.9949089008073754,0.009605284994593002,20,"{'n_estimators': 100, 'max_depth': 21, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 'log2'}"
20,0.9845023039896371,0.9845023039896371,0.9894960846808164,0.9997310013425348,0.9737957519691814,0.9955622373387891,0.006490713985949949,21,"{'n_estimators': 255, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}"
21,0.9843205082330702,0.9843205082330702,0.9893715282784767,0.9997255620104548,0.9735012685448646,0.9955006020814509,0.006506545105516561,30,"{'n_estimators': 251, 'max_depth': 29, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}"
22,0.9842709925427604,0.9842709925427604,0.9893375582965237,0.9997248289070021,0.9733823385951239,0.9955221748033142,0.006501625995781208,28,"{'n_estimators': 257, 'max_depth': 27, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}"
23,0.9843874616320147,0.9843874616320147,0.9894178509195838,0.9997273580644704,0.9736426020990404,0.9954882751496502,0.0065056974950360655,26,"{'n_estimators': 241, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}"
24,0.984395738330158,0.984395738330158,0.9894229979008998,0.99972812749904,0.9736386190715035,0.9955098476720684,0.006549314458630633,27,"{'n_estimators': 253, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}"
25,0.9843813675674631,0.9843813675674631,0.98941270399231,0.9997277986978358,0.9735936043771766,0.9955283383404449,0.00656973199933316,29,"{'n_estimators': 252, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}"
26,0.9844157503418054,0.9844157503418054,0.9894363799989151,0.9997284158168446,0.9736544132778101,0.9955345019915441,0.006560238555358589,31,"{'n_estimators': 256, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}"
27,0.9844950913698276,0.9844950913698276,0.9894919671002141,0.9997282837365398,0.9737730635603498,0.9955684011608413,0.006400114523172243,32,"{'n_estimators': 296, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}"
28,0.9813915102907166,0.9813915102907166,0.9873384793403653,0.999641902834932,0.9679786986920206,0.9953526769908693,0.00817548933130713,34,"{'n_estimators': 350, 'max_depth': 30, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'sqrt'}"
29,0.9811243627825039,0.9811243627825039,0.9871511302574358,0.9996306676702981,0.9676012099788561,0.9952170784047057,0.008513002787040213,33,"{'n_estimators': 299, 'max_depth': 26, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 'sqrt'}"
30,0.9811571457755286,0.9811571457755286,0.9871737769046535,0.9996306913944547,0.967643491508177,0.9952386508701397,0.00849861558242755,35,"{'n_estimators': 305, 'max_depth': 26, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 'sqrt'}"
31,0.9792228929830494,0.9792228929830494,0.9858180679236046,0.9995655821379418,0.9641118874111108,0.9950599076665223,0.009856759637231465,36,"{'n_estimators': 343, 'max_depth': 21, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'sqrt'}"
32,0.9811014315438045,0.9811014315438045,0.987133630597892,0.9996308597242692,0.9675068371655676,0.995272550409835,0.008585692587429696,37,"{'n_estimators': 348, 'max_depth': 26, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'log2'}"
33,0.9375928837890752,0.9375928837890752,0.9560820203569751,0.992165048087878,0.9038025731785787,0.9754813678065551,0.025375482732701123,42,"{'n_estimators': 342, 'max_depth': 14, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': None}"
34,0.9816319045491655,0.9816319045491655,0.9874959767785336,0.9996528721382235,0.9684172917688761,0.9954050672274329,0.00883001723060631,39,"{'n_estimators': 334, 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'log2'}"
35,0.9829562912281201,0.9829562912281201,0.9884183117148941,0.9996906651332361,0.9708587817039583,0.9955221746893455,0.007912015464803152,38,"{'n_estimators': 188, 'max_depth': 21, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'sqrt'}"
36,0.9869739020406038,0.9869739020406038,0.9911976694374455,0.999794810801307,0.9783970237486829,0.9957810442460598,0.005209221357154369,40,"{'n_estimators': 283, 'max_depth': 28, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}"
37,0.986815566064307,0.986815566064307,0.9910895832875779,0.9997900648806614,0.9781729459908477,0.995691672416314,0.005347267500866768,41,"{'n_estimators': 188, 'max_depth': 28, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}"
38,0.9691077443063206,0.9691077443063206,0.9788048200911453,0.9983688747614585,0.9516488208544304,0.9876882962310077,0.014581253274527613,50,"{'n_estimators': 277, 'max_depth': 28, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': None}"
39,0.969110154734348,0.969110154734348,0.978806878873499,0.998369605853839,0.9516537534235167,0.9876882960885469,0.014543367960071964,53,"{'n_estimators': 283, 'max_depth': 28, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': None}"
40,0.98695236108486,0.98695236108486,0.9911832579387164,0.9997945763661589,0.9783875832124554,0.9957471447348567,0.005203879651687854,44,"{'n_estimators': 278, 'max_depth': 28, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}"
41,0.9510642420791134,0.9510642420791134,0.9657191915731828,0.9968819687301232,0.9207813367789823,0.9846003537004037,0.023326657879448775,43,"{'n_estimators': 137, 'max_depth': 14, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}"
42,0.9860679081734688,0.9860679081734688,0.99057797547212,0.9997585364330365,0.9769528278390243,0.9954451297059238,0.0056105526884792775,45,"{'n_estimators': 127, 'max_depth': 28, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}"
43,0.9864651806907716,0.9864651806907716,0.9908517936491495,0.9997722410677613,0.9776371764470598,0.9955345013362246,0.005265598362795295,46,"{'n_estimators': 193, 'max_depth': 28, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}"
44,0.9852432930573802,0.9852432930573802,0.990007692528064,0.999738243619653,0.9753860505156823,0.9954112303371815,0.006285971287910909,47,"{'n_estimators': 184, 'max_depth': 28, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'log2'}"
45,0.9860761790174818,0.9860761790174818,0.9905841518191812,0.9997590137833674,0.9769952790898113,0.9954173936178826,0.005571920116101967,48,"{'n_estimators': 129, 'max_depth': 28, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}"
46,0.9859540887588927,0.9859540887588927,0.9904997417108875,0.9997574420929926,0.9767487700994074,0.9954266389805629,0.005677181352185613,49,"{'n_estimators': 124, 'max_depth': 28, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}"
47,0.985818929225497,0.985818929225497,0.9904070963110522,0.9997531368377107,0.976508343324986,0.9954019848605323,0.005727138045328841,51,"{'n_estimators': 125, 'max_depth': 27, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}"
48,0.985886897476877,0.985886897476877,0.9904534189934856,0.9997507155807135,0.9766297278563635,0.9954143123051917,0.0057457809094927864,52,"{'n_estimators': 110, 'max_depth': 27, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}"
49,0.9841252448040061,0.9841252448040061,0.9892315313231997,0.9997213882430529,0.9731528763106744,0.9954821116410116,0.007158230649816234,55,"{'n_estimators': 377, 'max_depth': 23, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'log2'}"
50,0.9774741749127647,0.9774741749127647,0.9845992678641755,0.9994748910003878,0.9610559330827151,0.9947332392583547,0.010467714709502854,54,"{'n_estimators': 107, 'max_depth': 23, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'log2'}"
51,0.9841222414206762,0.9841222414206762,0.989229472534488,0.9997216571034354,0.9731440108198312,0.9954851933525927,0.0071528628027912435,56,"{'n_estimators': 378, 'max_depth': 23, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'log2'}"
52,0.9752855994339481,0.9752855994339481,0.9830500331225251,0.9994119374917644,0.9569549087600885,0.9946746852852151,0.011855620752054492,57,"{'n_estimators': 374, 'max_depth': 23, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'log2'}"
53,0.9780915791199599,0.9780915791199599,0.9850295536304282,0.9995253139793228,0.9619935028228008,0.9949921086726082,0.010176221127250617,60,"{'n_estimators': 445, 'max_depth': 23, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'log2'}"
54,0.9851895515262413,0.9851895515262413,0.9899706344107276,0.9997455577977882,0.9751702267934834,0.995522174575377,0.006234703714489369,62,"{'n_estimators': 371, 'max_depth': 25, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'log2'}"
55,0.9853630650358379,0.9853630650358379,0.9900900440224882,0.9997419934407833,0.9755031580104666,0.9955283388248115,0.006160007076224758,58,"{'n_estimators': 145, 'max_depth': 25, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}"
56,0.9853119758653516,0.9853119758653516,0.9900540153535499,0.9997404676541196,0.9754055615090743,0.9955283387963192,0.006284099744714502,59,"{'n_estimators': 140, 'max_depth': 25, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}"
57,0.9854028202538402,0.9854028202538402,0.9901168082344135,0.9997431479524913,0.9755518245423956,0.9955591565674492,0.006181559748325317,61,"{'n_estimators': 153, 'max_depth': 25, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}"
58,0.9847903550163792,0.9847903550163792,0.9896957866994684,0.9997296468605749,0.9744388749398984,0.9954759476480065,0.006365419561233507,63,"{'n_estimators': 227, 'max_depth': 25, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'log2'}"
59,0.9865010515532701,0.9865010515532701,0.9908723816920347,0.9997812877156145,0.9776126486079755,0.9956423636633939,0.005614629855127028,64,"{'n_estimators': 230, 'max_depth': 26, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}"
60,0.9853557467013553,0.9853557467013553,0.9900869556613996,0.9997474502368456,0.9755848365361423,0.9954266393509611,0.006025111604409926,65,"{'n_estimators': 232, 'max_depth': 26, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'log2'}"
61,0.890545730322505,0.890545730322505,0.9202282991632703,0.9828767220419551,0.8386896313714364,0.9530491038443438,0.038946697508510084,66,"{'n_estimators': 175, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}"
62,0.9857727705069267,0.9857727705069267,0.9903762146838299,0.9997522562071156,0.9764001365589543,0.9954173939597885,0.00563521328018917,68,"{'n_estimators': 228, 'max_depth': 29, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'log2'}"
63,0.9870732530171255,0.9870732530171255,0.9912666386017911,0.9997892144498363,0.9786347955686377,0.9957348172332131,0.005116674316189559,67,"{'n_estimators': 177, 'max_depth': 29, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}"
64,0.9871136730518687,0.9871136730518687,0.991294432227146,0.9997900127924849,0.9787288769717967,0.995719408504355,0.0051121798162283875,69,"{'n_estimators': 186, 'max_depth': 29, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}"
